"","Nationals","Liberals","Labor"
"httpstcoxnxfaqmd",0,0,1
"httpstcoxpfivcaz",0,0,1
"httpstcoxpnmffijn",0,0,2
"httpstcoxqfnbqn",0,0,1
"httpstcoxqgbmjna",0,0,1
"httpstcoxqkweoihxq",0,0,1
"httpstcoxqybiqxhkp",0,0,1
"httpstcoxreboxnc",0,0,1
"httpstcoxtxyzgzax",0,0,1
"httpstcoxtzihbhodu",0,0,1
"httpstcoxuvwtpvig",0,0,1
"httpstcoxvievlpf",0,0,1
"httpstcoxwdlkozsp",0,0,1
"httpstcoxwzyeqzf",0,0,1
"httpstcoxxexsasrfw",0,0,1
"httpstcoxzpytkafb",0,0,1
"httpstcoxzyyijngn",0,0,1
"httpstcoyaxokvf",0,0,1
"httpstcoybmkrn",0,0,1
"httpstcoycmziprdc",0,0,1
"httpstcoycxmbsi",0,0,1
"httpstcoyfgznfduxg",0,0,1
"httpstcoyfiamzpyf",0,0,1
"httpstcoyfwwyyf",0,0,1
"httpstcoyksbprpup",0,0,1
"httpstcoylytqjxav",0,0,1
"httpstcoymdsrpvb",0,0,1
"httpstcoymzmzhw",0,0,1
"httpstcoyoipyuux",0,0,1
"httpstcoyoiqjnmf",0,0,1
"httpstcoyppfliaxdk",0,0,2
"httpstcoysppwgm",0,0,1
"httpstcoytfpyndjt",0,0,1
"httpstcoyucpjthg",0,0,1
"httpstcoyvcwciwdz",0,0,1
"httpstcoyvfjgukt",0,0,1
"httpstcoyvoxgbvmz",0,0,1
"httpstcoyvpic",0,0,1
"httpstcoyvwsnwn",0,0,1
"httpstcoywpfbhtso",0,0,1
"httpstcoywvbxriz",0,0,1
"httpstcoyxmgjgvoi",0,0,1
"httpstcoyzbipxz",0,0,1
"httpstcoyzlfamzyh",0,0,1
"httpstcozatmqztifh",0,0,1
"httpstcozbalbexk",0,0,1
"httpstcozbiqhkuvng",0,0,1
"httpstcozebnhcetz",0,0,1
"httpstcozeiwzulho",0,0,1
"httpstcozffbfmj",0,0,1
"httpstcozfgfjvlco",0,0,2
"httpstcozfoahyvhc",0,0,4
"httpstcozgbjztttz",0,0,1
"httpstcozihqemcjn",0,0,1
"httpstcozizzayom",0,0,1
"httpstcozjixdyo",0,0,1
"httpstcozjmryjvg",0,0,1
"httpstcozlcowziao",0,0,1
"httpstcozlimtzpkp",0,0,1
"httpstcozlkmwbxjo",0,0,1
"httpstcozlndt",0,0,1
"httpstcozoezwnk",0,0,1
"httpstcozoxesucaeg",0,0,1
"httpstcozpjuxclrc",0,0,1
"httpstcozprokpwhx",0,0,1
"httpstcozqekoosenp",0,0,1
"httpstcozqwzutalhl",0,0,1
"httpstcozrmndirb",0,0,1
"httpstcozugxuhz",0,0,1
"httpstcozumlinptvw",0,0,1
"httpstcozvepbtgw",0,0,1
"httpstcozviebznkw",0,0,1
"httpstcozylqqyr",0,0,1
"httpstcozzqyrvnm",0,0,1
"htvs",0,0,2
"hugh",0,0,1
"hughriminton",0,0,1
"hungri",0,0,4
"hunt",0,0,2
"hunter",0,0,5
"hunterresearch",0,0,1
"huonshow",0,0,1
"husband",0,0,1
"hyeri",0,0,1
"ian",0,0,6
"iansyson",0,0,1
"iapc",0,0,1
"icrict",0,0,6
"ideat",0,0,1
"ident",0,0,1
"ideolog",0,0,2
"idiot",0,0,1
"ifmeconomist",0,0,1
"ifoinstitut",0,0,1
"iggypop",0,0,2
"ignor",0,0,2
"illawarra",0,0,1
"illawarramerc",0,0,1
"illib",0,0,1
"illtreat",0,0,1
"illus",0,0,1
"imagin",0,0,4
"imbal",0,0,1
"imf",0,0,1
"immedi",0,0,5
"immi",0,0,1
"impli",0,0,1
"impor",0,0,1
"importantl",0,0,1
"inappropri",0,0,1
"incent",0,0,2
"incit",0,0,1
"incompet",0,0,1
"inde",0,0,2
"independ",0,0,10
"indian",0,0,3
"indict",0,0,1
"indiffer",0,0,1
"indoctrin",0,0,1
"indorosstaylor",0,0,1
"indus",0,0,1
"ineq",0,0,1
"inequ",0,0,16
"inevit",0,0,2
"ingridstitt",0,0,1
"inject",0,0,3
"innerwest",0,0,2
"inpexaustralia",0,0,2
"inresid",0,0,1
"insecur",0,0,1
"insid",0,0,2
"insidersabc",0,0,1
"inspector",0,0,1
"instrumenta",0,0,1
"insur",0,0,4
"int",0,0,7
"intak",0,0,4
"integri",0,0,1
"intens",0,0,1
"intensiv",0,0,1
"intenti",0,0,1
"intergener",0,0,1
"internationalpathologyday",0,0,1
"interrupt",0,0,1
"intersect",0,0,1
"interven",0,0,1
"intimid",0,0,1
"inv",0,0,1
"invalu",0,0,1
"invent",0,0,1
"invis",0,0,1
"ipswich",0,0,3
"irish",0,0,1
"iron",0,0,2
"ironi",0,0,5
"irr",0,0,1
"irresp",0,0,1
"irrespons",0,0,6
"isaac",0,0,1
"isnt",0,0,4
"isra",0,0,3
"itl",0,0,1
"itun",0,0,1
"jaalapulford",0,0,1
"jacaranda",0,0,1
"jachuddo",0,0,1
"jacintaallanmp",0,0,5
"jackietrad",0,0,2
"jackson",0,0,1
"jacobinmag",0,0,1
"jacquelinemaley",0,0,3
"jagung",0,0,1
"jamcolley",0,0,1
"jamesjeffrey",0,0,9
"jameslaidl",0,0,1
"jamesmassola",0,0,1
"jamesologhlin",0,0,1
"jamilarizvi",0,0,1
"janua",0,0,2
"japa",0,0,1
"japan",0,0,2
"jasonrobinson",0,0,1
"jawdrop",0,0,1
"jaym",0,0,1
"jdblack",0,0,1
"jdrfaus",0,0,1
"jdrfonewalk",0,0,1
"jeez",0,0,1
"jenbechwati",0,0,3
"jennamclark",0,0,1
"jennif",0,0,2
"jennymcallist",0,0,1
"jennymikako",0,0,2
"jessaroo",0,0,1
"jesuit",0,0,1
"jetti",0,0,1
"jevo",0,0,1
"jhugopark",0,0,1
"jibe",0,0,1
"jihad",0,0,1
"jillastark",0,0,1
"jillhennessymp",0,0,3
"jimbostanford",0,0,8
"jimmybarn",0,0,4
"jimmyrayn",0,0,1
"jive",0,0,1
"joanneryanlalor",0,0,1
"jock",0,0,1
"joe",0,0,1
"joeabcnew",0,0,1
"johnwnprescott",0,0,2
"jonkudelka",0,0,5
"joseph",0,0,10
"josephest",0,0,1
"josephestiglitz",0,0,9
"joshbbornstein",0,0,3
"joshbutl",0,0,1
"joshgnosi",0,0,4
"jotovey",0,0,1
"journey",0,0,1
"journo",0,0,1
"joyc",0,0,1
"judith",0,0,1
"juliana",0,0,1
"julianaaddison",0,0,1
"juliecollinsmp",0,0,2
"jump",0,0,1
"jumper",0,0,1
"jumpin",0,0,1
"junk",0,0,1
"justin",0,0,1
"justinekeay",0,0,2
"justinrodski",0,0,1
"juvenilediabet",0,0,1
"kala",0,0,1
"kanethornton",0,0,2
"karana",0,0,1
"karenlsweeney",0,0,1
"kasprowicz",0,0,1
"kate",0,0,1
"katecarnellaus",0,0,1
"katedoak",0,0,1
"katich",0,0,1
"katiefootscray",0,0,1
"katieprahran",0,0,1
"kbcanb",0,0,1
"keat",0,0,1
"keen",0,0,1
"keepaustraliabeauti",0,0,1
"keith",0,0,1
"kelli",0,0,4
"kellyhd",0,0,2
"kennangus",0,0,2
"keogh",0,0,2
"kept",0,0,1
"kerri",0,0,1
"ketter",0,0,1
"keynot",0,0,2
"kickit",0,0,1
"kilburn",0,0,1
"kimbakit",0,0,1
"kimworldwid",0,0,1
"kinda",0,0,1
"kindergarten",0,0,3
"kindi",0,0,2
"kingborough",0,0,1
"kingsford",0,0,2
"kingston",0,0,1
"kirribilli",0,0,1
"kiss",0,0,1
"kkeneal",0,0,15
"klein",0,0,2
"kmhr",0,0,2
"knew",0,0,4
"knock",0,0,2
"knopfler",0,0,1
"knot",0,0,1
"knottmatthew",0,0,1
"konk",0,0,1
"korean",0,0,1
"kormoran",0,0,1
"kristallnacht",0,0,1
"ktravouillon",0,0,1
"kylegriffin",0,0,1
"kymah",0,0,1
"kyneton",0,0,1
"lab",0,0,1
"labo",0,0,1
"labour",0,0,3
"lack",0,0,2
"laid",0,0,1
"languag",0,0,1
"larger",0,0,1
"launder",0,0,1
"laureat",0,0,3
"lauriessport",0,0,1
"laverton",0,0,1
"lawyer",0,0,1
"lazi",0,0,2
"ldtferguson",0,0,1
"lea",0,0,2
"leaderless",0,0,1
"leadershi",0,0,1
"lean",0,0,1
"learnt",0,0,1
"lect",0,0,1
"lectur",0,0,4
"leeanneenoch",0,0,1
"leeodenwald",0,0,1
"leerhiannon",0,0,1
"leeuwin",0,0,2
"legisl",0,0,4
"legislat",0,0,1
"lend",0,0,2
"lenor",0,0,1
"lenoretaylor",0,0,3
"leon",0,0,1
"leonor",0,0,1
"leppington",0,0,4
"letoff",0,0,2
"lgbtiq",0,0,1
"lhilakari",0,0,1
"liar",0,0,2
"lib",0,0,16
"liberti",0,0,1
"librari",0,0,1
"licens",0,0,1
"licensedtoil",0,0,1
"lik",0,0,1
"likewis",0,0,1
"lilydambrosiomp",0,0,4
"limp",0,0,1
"linda",0,0,1
"lindaburneym",0,0,2
"lindaburneymp",0,0,1
"line",0,0,7
"linessu",0,0,1
"link",0,0,6
"lisa",0,0,1
"literari",0,0,1
"litter",0,0,1
"liveatthepbc",0,0,1
"lizt",0,0,1
"ljay",0,0,2
"lmchester",0,0,3
"lnp",0,0,2
"locker",0,0,1
"lockyer",0,0,1
"lone",0,0,1
"loneli",0,0,2
"longawait",0,0,2
"loop",0,0,2
"lose",0,0,4
"lost",0,0,1
"loud",0,0,1
"louisepratt",0,0,1
"lowincom",0,0,2
"lowrent",0,0,1
"loxton",0,0,1
"lplate",0,0,4
"luckili",0,0,2
"luke",0,0,2
"lukegosl",0,0,1
"lukejgosl",0,0,2
"lukewhito",0,0,1
"lunchwiththeboss",0,0,1
"lyin",0,0,1
"lyn",0,0,1
"lyon",0,0,1
"macedon",0,0,1
"macphe",0,0,2
"maevemarsden",0,0,1
"magic",0,0,3
"magikmilli",0,0,1
"mail",0,0,1
"mainstream",0,0,2
"malarndirri",0,0,3
"malay",0,0,1
"malayalam",0,0,1
"malaysian",0,0,1
"malcolm",0,0,3
"mama",0,0,1
"managemen",0,0,1
"manifest",0,0,1
"manikterritori",0,0,1
"manila",0,0,1
"manipul",0,0,2
"manu",0,0,1
"manufactur",0,0,2
"manwiththemo",0,0,2
"map",0,0,1
"mar",0,0,1
"marcellin",0,0,1
"march",0,0,2
"marcusbstewart",0,0,1
"mareeedwardsmp",0,0,2
"marguli",0,0,1
"maria",0,0,2
"mariavamvakinou",0,0,1
"maribyrnongcc",0,0,1
"maritimeunionau",0,0,1
"markdeasi",0,0,1
"markgkenni",0,0,1
"markhughesfdn",0,0,1
"markmcgowanmp",0,0,1
"markyoung",0,0,1
"maroubra",0,0,1
"marriageequ",0,0,1
"martial",0,0,1
"martin",0,0,1
"martinboyl",0,0,1
"martinpakulamp",0,0,3
"maryanneholden",0,0,2
"maryannethoma",0,0,1
"mascot",0,0,1
"mass",0,0,1
"materi",0,0,2
"matilda",0,0,2
"mattbrannrur",0,0,2
"matthewbevan",0,0,1
"matthopcraft",0,0,1
"matttburk",0,0,2
"mattthoma",0,0,3
"maundrel",0,0,1
"mayb",0,0,3
"mbps",0,0,1
"mccormack",0,0,1
"mcdermott",0,0,1
"mcdona",0,0,1
"mcdonaldsau",0,0,1
"mcewen",0,0,1
"mcgilverysptylt",0,0,1
"mcinn",0,0,3
"mckee",0,0,1
"mckellinstitut",0,0,2
"mcmahon",0,0,1
"mcphee",0,0,1
"meader",0,0,3
"meaning",0,0,1
"meant",0,0,5
"mecca",0,0,1
"mechan",0,0,4
"meddl",0,0,1
"mediamatt",0,0,1
"median",0,0,1
"mediawatch",0,0,1
"medicinesaus",0,0,1
"mee",0,0,2
"meek",0,0,1
"meetingplac",0,0,1
"meganmauric",0,0,1
"megastor",0,0,1
"melbswest",0,0,2
"melinabathmp",0,0,3
"melissa",0,0,3
"melissadurack",0,0,1
"meltdown",0,0,1
"memb",0,0,1
"menac",0,0,1
"meralyn",0,0,1
"merchant",0,0,1
"meredithpeac",0,0,1
"merger",0,0,1
"merriblair",0,0,1
"merylswanson",0,0,1
"mess",0,0,3
"michaeldaleymp",0,0,4
"michaelkoziol",0,0,3
"michaelpasco",0,0,6
"michaelroddan",0,0,1
"michaelsmyth",0,0,1
"micheleoneilau",0,0,1
"michellegrattan",0,0,1
"mick",0,0,1
"mickspick",0,0,1
"micricardo",0,0,1
"microscop",0,0,1
"middl",0,0,1
"middrought",0,0,3
"midweek",0,0,1
"migrant",0,0,3
"migratio",0,0,1
"mikehaydon",0,0,1
"mikejanda",0,0,1
"mikepmoffatt",0,0,1
"mikesmithson",0,0,1
"mill",0,0,6
"miller",0,0,1
"millionair",0,0,1
"miltondickmp",0,0,3
"minimum",0,0,1
"ministeri",0,0,1
"minut",0,0,1
"mishazelinski",0,0,3
"misl",0,0,2
"mislead",0,0,17
"miss",0,0,3
"mission",0,0,2
"missiv",0,0,1
"mistak",0,0,2
"misterwootub",0,0,4
"mitch",0,0,3
"mix",0,0,2
"mjowen",0,0,1
"mla",0,0,1
"mmejmatt",0,0,1
"mmm",0,0,1
"mobil",0,0,3
"model",0,0,2
"modest",0,0,1
"mogul",0,0,6
"mondayagenda",0,0,1
"mongerin",0,0,4
"monopoli",0,0,1
"monument",0,0,2
"moot",0,0,1
"mor",0,0,1
"moreton",0,0,5
"moretonrankin",0,0,1
"morgan",0,0,1
"morningshowon",0,0,1
"morr",0,0,1
"morri",0,0,1
"morrisonfrydenberg",0,0,10
"morsel",0,0,1
"mossca",0,0,1
"mozmurphi",0,0,3
"mpbower",0,0,2
"mrbenjaminlaw",0,0,4
"mrdenmor",0,0,1
"mrooduijn",0,0,1
"mrowlandmp",0,0,1
"muck",0,0,1
"mulino",0,0,1
"multicultur",0,0,1
"multimillionair",0,0,1
"mumbletwit",0,0,3
"muppet",0,0,2
"mural",0,0,1
"murpharoo",0,0,7
"murraywatt",0,0,17
"mus",0,0,2
"museum",0,0,1
"musicissacr",0,0,1
"mustard",0,0,2
"myer",0,0,1
"mynbajamduo",0,0,1
"myth",0,0,1
"nab",0,0,1
"nadinecohen",0,0,1
"nah",0,0,1
"nail",0,0,1
"nake",0,0,1
"namerica",0,0,1
"nar",0,0,1
"narev",0,0,4
"narrat",0,0,2
"narrow",0,0,1
"nassimkhadem",0,0,2
"nasti",0,0,1
"natashafyl",0,0,1
"nathutchin",0,0,1
"nativit",0,0,1
"naughti",0,0,1
"nauru",0,0,2
"nazi",0,0,1
"nbastraya",0,0,2
"nbnfail",0,0,1
"neal",0,0,1
"necessari",0,0,4
"necessit",0,0,1
"neck",0,0,1
"needl",0,0,1
"neeratanden",0,0,1
"neg",0,0,4
"neil",0,0,1
"nelen",0,0,1
"netbal",0,0,2
"netherland",0,0,1
"neuron",0,0,1
"newcastl",0,0,4
"newengland",0,0,1
"newieventur",0,0,1
"newscomauhq",0,0,4
"newspol",0,0,3
"newspolisport",0,0,1
"newstatesman",0,0,1
"ngaaau",0,0,5
"ngaacongress",0,0,3
"ngruen",0,0,1
"nick",0,0,3
"nickaberl",0,0,1
"nickbryantni",0,0,1
"nickcav",0,0,2
"nickchampionmp",0,0,1
"nickshaxson",0,0,1
"nielsen",0,0,1
"nightcliff",0,0,3
"noarlunga",0,0,1
"nobel",0,0,5
"nobrain",0,0,1
"noeltowel",0,0,2
"nonmillionair",0,0,1
"noon",0,0,1
"norman",0,0,1
"northernterritori",0,0,2
"northsidee",0,0,1
"notic",0,0,4
"novel",0,0,1
"nowspin",0,0,1
"nswlabor",0,0,3
"nswpol",0,0,1
"ntcattlemen",0,0,1
"nthcntrlreview",0,0,2
"ntniddri",0,0,1
"nyadolnyuon",0,0,2
"nyrstar",0,0,1
"oak",0,0,1
"obama",0,0,1
"oblig",0,0,1
"obrien",0,0,1
"ocallaghan",0,0,1
"ocean",0,0,2
"odwyer",0,0,3
"off",0,0,1
"oil",0,0,1
"oldgaloot",0,0,1
"oldshopsoz",0,0,1
"oliverpeterson",0,0,1
"olneysu",0,0,1
"ombudsman",0,0,1
"ondarchi",0,0,1
"oneil",0,0,1
"onwat",0,0,1
"openhous",0,0,1
"oppress",0,0,1
"option",0,0,2
"orat",0,0,2
"orban",0,0,2
"orchid",0,0,1
"origin",0,0,1
"ornament",0,0,1
"orr",0,0,1
"osbornep",0,0,1
"osmington",0,0,2
"other",0,0,5
"otios",0,0,1
"otool",0,0,1
"ouch",0,0,1
"outbound",0,0,1
"outcom",0,0,9
"outdat",0,0,1
"outfit",0,0,1
"outhous",0,0,1
"outlin",0,0,5
"outoftouch",0,0,2
"outsourc",0,0,2
"outtak",0,0,1
"ouvirak",0,0,2
"oval",0,0,2
"ove",0,0,2
"overhaul",0,0,3
"overreach",0,0,1
"oversea",0,0,1
"overturn",0,0,1
"own",0,0,4
"ownership",0,0,5
"paedophil",0,0,2
"pair",0,0,1
"pala",0,0,2
"pale",0,0,1
"palmerstonnt",0,0,1
"panda",0,0,1
"panic",0,0,2
"panjabi",0,0,1
"paradisepap",0,0,2
"paralymp",0,0,5
"parishadfield",0,0,1
"parodi",0,0,1
"partici",0,0,1
"pathway",0,0,1
"patient",0,0,1
"patrick",0,0,1
"patrickcondren",0,0,5
"patriot",0,0,1
"paulin",0,0,1
"paulkarp",0,0,1
"paulkidd",0,0,2
"paulkrugman",0,0,1
"paulwdonoughu",0,0,1
"payer",0,0,1
"paylat",0,0,1
"payn",0,0,2
"pbo",0,0,1
"peak",0,0,2
"pears",0,0,1
"peel",0,0,1
"peep",0,0,2
"peer",0,0,1
"peetzdavid",0,0,1
"penalti",0,0,13
"penbo",0,0,1
"penno",0,0,1
"pennysharpemlc",0,0,1
"pension",0,0,3
"peoni",0,0,1
"peppergreen",0,0,1
"percapita",0,0,1
"perceiv",0,0,1
"percentag",0,0,1
"perfect",0,0,3
"perfor",0,0,1
"perinat",0,0,2
"perkin",0,0,1
"perman",0,0,6
"perplex",0,0,1
"persist",0,0,1
"personifi",0,0,1
"perspect",0,0,1
"persuad",0,0,1
"perthlivepr",0,0,1
"pes",0,0,1
"peski",0,0,4
"pet",0,0,1
"peta",0,0,1
"peterduttonmp",0,0,1
"peterfitz",0,0,2
"peterfox",0,0,1
"petermartin",0,0,1
"petersham",0,0,14
"peterson",0,0,1
"petit",0,0,1
"petscann",0,0,1
"petstarr",0,0,2
"philip",0,0,1
"philipdalidaki",0,0,2
"philippin",0,0,1
"pho",0,0,1
"phoeni",0,0,1
"phone",0,0,2
"phrase",0,0,1
"pic",0,0,2
"picket",0,0,5
"pictonchri",0,0,1
"pie",0,0,1
"piec",0,0,4
"pig",0,0,2
"pile",0,0,1
"ping",0,0,1
"pinkenba",0,0,1
"pinnacl",0,0,1
"pinpoint",0,0,1
"piri",0,0,1
"pitti",0,0,1
"pjcis",0,0,1
"pla",0,0,2
"plantat",0,0,1
"planthat",0,0,1
"plantscienc",0,0,1
"plate",0,0,2
"playgroup",0,0,1
"pleasant",0,0,1
"plibersek",0,0,1
"plinyon",0,0,1
"plumb",0,0,1
"pmalinauskasm",0,0,1
"pmalinauskasmp",0,0,5
"pmo",0,0,1
"pocket",0,0,1
"podcast",0,0,4
"pogu",0,0,1
"poison",0,0,1
"poki",0,0,1
"pol",0,0,1
"policeman",0,0,1
"polita",0,0,2
"politican",0,0,1
"politician",0,0,2
"politicis",0,0,1
"pollut",0,0,8
"pontif",0,0,1
"poorest",0,0,1
"popcorn",0,0,1
"populatio",0,0,4
"populist",0,0,1
"pork",0,0,1
"portfolio",0,0,4
"portug",0,0,1
"portugues",0,0,1
"postal",0,0,1
"postfinanci",0,0,1
"postiebikegp",0,0,1
"postmateri",0,0,2
"postresourc",0,0,1
"poten",0,0,1
"povert",0,0,1
"poverti",0,0,2
"practition",0,0,1
"praiseworthi",0,0,1
"preacher",0,0,1
"prechristma",0,0,8
"predecessor",0,0,1
"predict",0,0,1
"prefer",0,0,13
"premium",0,0,2
"presc",0,0,1
"preschool",0,0,5
"preselect",0,0,1
"press",0,0,2
"pressclubaust",0,0,4
"prestontow",0,0,1
"preview",0,0,1
"previous",0,0,1
"primenewscw",0,0,1
"primroseriordan",0,0,1
"princ",0,0,1
"princess",0,0,1
"principl",0,0,1
"prioritis",0,0,1
"prison",0,0,2
"privatis",0,0,2
"pro",0,0,1
"probabl",0,0,5
"probus",0,0,1
"procur",0,0,2
"prof",0,0,2
"profccollin",0,0,1
"profdavidhil",0,0,1
"professor",0,0,2
"profitsharehold",0,0,1
"profjmcadam",0,0,1
"proletariat",0,0,1
"promot",0,0,3
"pronunci",0,0,1
"proof",0,0,3
"proper",0,0,3
"proport",0,0,1
"pros",0,0,1
"prospect",0,0,2
"protg",0,0,1
"prou",0,0,1
"prouder",0,0,1
"prov",0,0,1
"proven",0,0,2
"provi",0,0,1
"provis",0,0,1
"psyvret",0,0,1
"pub",0,0,1
"publish",0,0,1
"punit",0,0,1
"puriti",0,0,1
"purpl",0,0,2
"putin",0,0,1
"pws",0,0,1
"qanta",0,0,1
"qikipedia",0,0,1
"qje",0,0,1
"qlder",0,0,2
"qldlabor",0,0,2
"qnewsmagazin",0,0,1
"qrwatson",0,0,1
"quack",0,0,1
"quadvelieg",0,0,1
"quaedvlieg",0,0,1
"qualifi",0,0,1
"queanbeyan",0,0,1
"queen",0,0,1
"queenslandrail",0,0,1
"queenstown",0,0,1
"quentindempst",0,0,2
"quirk",0,0,1
"quot",0,0,2
"quotesbobdylan",0,0,1
"qut",0,0,2
"qutlaw",0,0,1
"rabbitandcoffe",0,0,1
"rach",0,0,1
"rackemannbichel",0,0,1
"radiobirdman",0,0,1
"radion",0,0,1
"rafter",0,0,1
"rage",0,0,2
"raider",0,0,1
"railway",0,0,1
"rain",0,0,3
"ralli",0,0,5
"rampd",0,0,3
"rando",0,0,1
"randwick",0,0,1
"rang",0,0,1
"rankin",0,0,4
"rankinmoreton",0,0,3
"rapier",0,0,1
"rathmin",0,0,1
"raw",0,0,1
"rba",0,0,3
"reach",0,0,8
"reactionari",0,0,2
"reap",0,0,1
"rebat",0,0,2
"recal",0,0,2
"recipi",0,0,2
"reck",0,0,1
"reckl",0,0,1
"reclaim",0,0,1
"reconsid",0,0,4
"recordl",0,0,2
"recordlow",0,0,1
"recoveri",0,0,2
"redund",0,0,1
"reefgat",0,0,1
"reenact",0,0,1
"reestablish",0,0,1
"referendum",0,0,1
"reflect",0,0,2
"reform",0,0,5
"refus",0,0,11
"regard",0,0,5
"regardless",0,0,1
"regimentalbook",0,0,1
"regret",0,0,1
"reinstat",0,0,2
"reject",0,0,3
"reli",0,0,2
"reloc",0,0,2
"reluct",0,0,1
"remark",0,0,1
"remitt",0,0,1
"removealetterspoilabook",0,0,1
"render",0,0,1
"rene",0,0,1
"renew",0,0,23
"renmark",0,0,1
"renounc",0,0,1
"renter",0,0,1
"reopen",0,0,1
"repay",0,0,1
"repeat",0,0,4
"repo",0,0,1
"republ",0,0,2
"republican",0,0,1
"request",0,0,2
"requir",0,0,2
"rescu",0,0,1
"resembl",0,0,1
"resent",0,0,1
"resist",0,0,3
"resolv",0,0,1
"responsibili",0,0,1
"rest",0,0,1
"retweet",0,0,1
"revamp",0,0,2
"revenu",0,0,1
"revers",0,0,8
"rewritten",0,0,1
"ric",0,0,1
"richardjmurphi",0,0,2
"richardmarlesmp",0,0,10
"richer",0,0,2
"ride",0,0,1
"righttrack",0,0,2
"rightw",0,0,2
"rise",0,0,3
"risen",0,0,1
"riskybusi",0,0,1
"rival",0,0,1
"riverland",0,0,1
"rjhargreav",0,0,1
"rmcdh",0,0,1
"rmhcs",0,0,1
"rndrive",0,0,6
"robert",0,0,1
"robertsonssqld",0,0,1
"robmitchellmp",0,0,1
"roboakeshott",0,0,1
"robodebt",0,0,1
"robot",0,0,2
"robredo",0,0,1
"rockinghamc",0,0,1
"rodhardingbn",0,0,3
"rolex",0,0,1
"roller",0,0,1
"roma",0,0,1
"ronbrownstein",0,0,1
"rooftop",0,0,3
"room",0,0,5
"root",0,0,2
"ropeabl",0,0,1
"rorter",0,0,2
"rorymedcalf",0,0,1
"roselyn",0,0,1
"rosevill",0,0,1
"rotari",0,0,1
"rothburi",0,0,1
"rotunda",0,0,1
"roweafr",0,0,1
"rowena",0,0,1
"royaldarwinhospit",0,0,1
"rpm",0,0,1
"rslnation",0,0,1
"rslsa",0,0,1
"rugbi",0,0,1
"runcorn",0,0,1
"rush",0,0,3
"ruthmccosk",0,0,1
"rwynnemp",0,0,4
"ryansheal",0,0,1
"sack",0,0,6
"sadden",0,0,1
"saint",0,0,2
"sale",0,0,1
"salisburi",0,0,2
"salli",0,0,1
"sallymcmanus",0,0,11
"salvat",0,0,2
"salvo",0,0,1
"samanthamaiden",0,0,1
"sandrasulli",0,0,2
"sandyrendel",0,0,1
"sarahfortarneit",0,0,1
"sat",0,0,2
"sattelburg",0,0,1
"saturday",0,0,3
"sauc",0,0,2
"sausageg",0,0,2
"savag",0,0,1
"savvi",0,0,1
"saw",0,0,1
"sbspunjabi",0,0,1
"scandal",0,0,3
"scapego",0,0,1
"scare",0,0,43
"scho",0,0,1
"scholarship",0,0,1
"scientif",0,0,2
"scientist",0,0,3
"scodellaro",0,0,1
"scotti",0,0,2
"scottm",0,0,1
"scraptheabcc",0,0,1
"scream",0,0,5
"script",0,0,2
"scullin",0,0,1
"scullion",0,0,2
"sea",0,0,1
"seaboard",0,0,1
"sear",0,0,2
"secondari",0,0,3
"secreci",0,0,1
"secretari",0,0,2
"section",0,0,1
"selfharm",0,0,1
"selfinterest",0,0,1
"semelec",0,0,1
"senateqt",0,0,2
"senatorcfw",0,0,1
"senatorstev",0,0,1
"sencarolbrown",0,0,1
"seni",0,0,1
"senkimcarr",0,0,6
"sensand",0,0,2
"sensibl",0,0,1
"sentenc",0,0,1
"sequel",0,0,1
"sergeant",0,0,1
"seriou",0,0,2
"ses",0,0,1
"sevill",0,0,1
"sex",0,0,1
"sexist",0,0,1
"seymour",0,0,1
"sgrhall",0,0,1
"shakespear",0,0,1
"shalailah",0,0,1
"shame",0,0,1
"shaneoliveramp",0,0,1
"shape",0,0,1
"shaunjstar",0,0,1
"shayneneumannmp",0,0,2
"shelleymlloyd",0,0,1
"shes",0,0,2
"shi",0,0,1
"shield",0,0,4
"shift",0,0,1
"shinzo",0,0,2
"shirleen",0,0,1
"shirt",0,0,5
"sho",0,0,1
"shoalwat",0,0,1
"shoddi",0,0,1
"shoe",0,0,1
"shoot",0,0,1
"shop",0,0,4
"shortag",0,0,1
"shortenlabor",0,0,2
"shortensuit",0,0,23
"shortfal",0,0,1
"shortwav",0,0,2
"shouldv",0,0,1
"shown",0,0,1
"shut",0,0,1
"siam",0,0,1
"sidney",0,0,1
"sigh",0,0,1
"signal",0,0,2
"silenc",0,0,1
"silent",0,0,1
"silki",0,0,1
"silli",0,0,12
"silverchair",0,0,1
"simonbankshb",0,0,2
"simpli",0,0,2
"sinatra",0,0,1
"sinddyeali",0,0,1
"sinema",0,0,1
"sing",0,0,1
"singapor",0,0,1
"siobhancurran",0,0,1
"sister",0,0,2
"sit",0,0,2
"sjhross",0,0,1
"skil",0,0,1
"slam",0,0,2
"slaveri",0,0,1
"sleazi",0,0,1
"slip",0,0,1
"slipperi",0,0,1
"sloan",0,0,1
"slutsh",0,0,1
"smartenergycncl",0,0,3
"smartstat",0,0,1
"smash",0,0,1
"smell",0,0,1
"smh",0,0,4
"smile",0,0,1
"smith",0,0,3
"smullighan",0,0,1
"snake",0,0,1
"snapper",0,0,1
"snare",0,0,2
"soccer",0,0,1
"socia",0,0,1
"socialist",0,0,1
"socrat",0,0,1
"softwar",0,0,1
"sole",0,0,1
"solotolo",0,0,2
"solutio",0,0,1
"somebodi",0,0,1
"somerset",0,0,1
"somersetrc",0,0,1
"somewher",0,0,2
